schedule,t,value
uniform/g=0.25/m=1581,1,7.500000000000e-1
uniform/g=0.25/m=1581,2,6.250000000000e-1
uniform/g=0.25/m=1581,3,5.468750000000e-1
uniform/g=0.25/m=1581,4,4.921875000000e-1
uniform/g=0.25/m=1581,5,4.511718750000e-1
uniform/g=0.25/m=1581,6,4.189453125000e-1
uniform/g=0.25/m=1581,7,3.927612304688e-1
uniform/g=0.25/m=1581,8,3.709411621094e-1
uniform/g=0.25/m=1581,9,3.523941040039e-1
uniform/g=0.25/m=1581,10,3.363761901855e-1
uniform/g=0.25/m=1581,11,3.223605155945e-1
uniform/g=0.25/m=1581,12,3.099620342255e-1
uniform/g=0.25/m=1581,13,2.988919615746e-1
uniform/g=0.25/m=1581,14,2.889288961887e-1
uniform/g=0.25/m=1581,15,2.798998681828e-1
uniform/g=0.25/m=1581,16,2.716675191186e-1
uniform/g=0.25/m=1581,17,2.641211991431e-1
uniform/g=0.25/m=1581,18,2.571706412709e-1
uniform/g=0.25/m=1581,19,2.507413752392e-1
uniform/g=0.25/m=1581,20,2.447713424954e-1
uniform/g=0.25/m=1581,21,2.392083574387e-1
uniform/g=0.25/m=1581,22,2.340081757552e-1
uniform/g=0.25/m=1581,23,2.291330054270e-1
uniform/g=0.25/m=1581,24,2.245503453184e-1
uniform/g=0.25/m=1581,25,2.202320694469e-1
uniform/g=0.25/m=1581,26,2.161536977905e-1
uniform/g=0.25/m=1581,27,2.122938103300e-1
uniform/g=0.25/m=1581,28,2.086335722208e-1
uniform/g=0.25/m=1581,29,2.051563460171e-1
uniform/g=0.25/m=1581,30,2.018473726943e-1
uniform/g=0.25/m=1581,31,1.986935074959e-1
uniform/g=0.25/m=1581,32,1.956829998066e-1
uniform/g=0.25/m=1581,33,1.928053086330e-1
uniform/g=0.25/m=1581,34,1.900509470811e-1
uniform/g=0.25/m=1581,35,1.874113505938e-1
uniform/g=0.25/m=1581,37,1.824461494490e-1
uniform/g=0.25/m=1581,38,1.801070962510e-1
uniform/g=0.25/m=1581,39,1.778557575478e-1
uniform/g=0.25/m=1581,41,1.735952755508e-1
uniform/g=0.25/m=1581,42,1.715767258351e-1
uniform/g=0.25/m=1581,44,1.677422459774e-1
uniform/g=0.25/m=1581,45,1.659189606951e-1
uniform/g=0.25/m=1581,47,1.624439292709e-1
uniform/g=0.25/m=1581,48,1.607863381559e-1
uniform/g=0.25/m=1581,50,1.576179014923e-1
uniform/g=0.25/m=1581,52,1.546296811174e-1
uniform/g=0.25/m=1581,54,1.518052164034e-1
uniform/g=0.25/m=1581,56,1.491300774866e-1
uniform/g=0.25/m=1581,57,1.478444733703e-1
uniform/g=0.25/m=1581,59,1.453699578202e-1
uniform/g=0.25/m=1581,62,1.418806267364e-1
uniform/g=0.25/m=1581,64,1.396893213836e-1
uniform/g=0.25/m=1581,66,1.375965087328e-1
uniform/g=0.25/m=1581,68,1.355950249901e-1
uniform/g=0.25/m=1581,71,1.327500929024e-1
uniform/g=0.25/m=1581,73,1.309500291658e-1
uniform/g=0.25/m=1581,76,1.283821599592e-1
uniform/g=0.25/m=1581,78,1.267518607030e-1
uniform/g=0.25/m=1581,81,1.244188271107e-1
uniform/g=0.25/m=1581,84,1.222100528152e-1
uniform/g=0.25/m=1581,87,1.201148853224e-1
uniform/g=0.25/m=1581,90,1.181239083036e-1
uniform/g=0.25/m=1581,93,1.162287630710e-1
uniform/g=0.25/m=1581,97,1.138382148696e-1
uniform/g=0.25/m=1581,100,1.121390522857e-1
uniform/g=0.25/m=1581,104,1.099875161545e-1
uniform/g=0.25/m=1581,107,1.084527397538e-1
uniform/g=0.25/m=1581,111,1.065028785314e-1
uniform/g=0.25/m=1581,115,1.046545407890e-1
uniform/g=0.25/m=1581,119,1.028992116587e-1
uniform/g=0.25/m=1581,123,1.012293436693e-1
uniform/g=0.25/m=1581,127,9.963821987228e-2
uniform/g=0.25/m=1581,132,9.775096833885e-2
uniform/g=0.25/m=1581,137,9.596704765212e-2
uniform/g=0.25/m=1581,141,9.460815788831e-2
uniform/g=0.25/m=1581,146,9.298804018587e-2
uniform/g=0.25/m=1581,152,9.114954997411e-2
uniform/g=0.25/m=1581,157,8.969803497431e-2
uniform/g=0.25/m=1581,162,8.831372629878e-2
uniform/g=0.25/m=1581,168,8.673422130110e-2
uniform/g=0.25/m=1581,174,8.523654253820e-2
uniform/g=0.25/m=1581,180,8.381386054657e-2
uniform/g=0.25/m=1581,186,8.246011812485e-2
uniform/g=0.25/m=1581,193,8.096072073852e-2
uniform/g=0.25/m=1581,200,7.954024919145e-2
uniform/g=0.25/m=1581,207,7.819201370543e-2
uniform/g=0.25/m=1581,214,7.691009234280e-2
uniform/g=0.25/m=1581,222,7.551951451393e-2
uniform/g=0.25/m=1581,230,7.420173526628e-2
uniform/g=0.25/m=1581,238,7.295061668631e-2
uniform/g=0.25/m=1581,246,7.176072176743e-2
uniform/g=0.25/m=1581,255,7.048927097168e-2
uniform/g=0.25/m=1581,264,6.928309283470e-2
uniform/g=0.25/m=1581,273,6.813678707470e-2
uniform/g=0.25/m=1581,283,6.692752094576e-2
uniform/g=0.25/m=1581,293,6.578043561792e-2
uniform/g=0.25/m=1581,303,6.469037855620e-2
uniform/g=0.25/m=1581,314,6.355173966305e-2
uniform/g=0.25/m=1581,325,6.247118375500e-2
uniform/g=0.25/m=1581,336,6.144393491911e-2
uniform/g=0.25/m=1581,348,6.037912239340e-2
uniform/g=0.25/m=1581,360,5.936781693941e-2
uniform/g=0.25/m=1581,373,5.832759992417e-2
uniform/g=0.25/m=1581,386,5.734021286489e-2
uniform/g=0.25/m=1581,399,5.640133018942e-2
uniform/g=0.25/m=1581,414,5.537327362215e-2
uniform/g=0.25/m=1581,428,5.446278813377e-2
uniform/g=0.25/m=1581,443,5.353543140385e-2
uniform/g=0.25/m=1581,459,5.259665543304e-2
uniform/g=0.25/m=1581,475,5.170559439743e-2
uniform/g=0.25/m=1581,492,5.080675813775e-2
uniform/g=0.25/m=1581,509,4.995322440972e-2
uniform/g=0.25/m=1581,527,4.909477591886e-2
uniform/g=0.25/m=1581,546,4.823498541471e-2
uniform/g=0.25/m=1581,565,4.741884054068e-2
uniform/g=0.25/m=1581,585,4.660297178342e-2
uniform/g=0.25/m=1581,605,4.582781645683e-2
uniform/g=0.25/m=1581,627,4.501826916463e-2
uniform/g=0.25/m=1581,649,4.425016178030e-2
uniform/g=0.25/m=1581,672,4.348774247921e-2
uniform/g=0.25/m=1581,695,4.276342104835e-2
uniform/g=0.25/m=1581,720,4.201575124708e-2
uniform/g=0.25/m=1581,745,4.130597473482e-2
uniform/g=0.25/m=1581,771,4.060467974084e-2
uniform/g=0.25/m=1581,798,3.991294064228e-2
uniform/g=0.25/m=1581,827,3.920796728655e-2
uniform/g=0.25/m=1581,856,3.853907646539e-2
uniform/g=0.25/m=1581,886,3.788192559115e-2
uniform/g=0.25/m=1581,917,3.723699125347e-2
uniform/g=0.25/m=1581,949,3.660463769576e-2
uniform/g=0.25/m=1581,983,3.596684477334e-2
uniform/g=0.25/m=1581,1017,3.536126911134e-2
uniform/g=0.25/m=1581,1053,3.475227565167e-2
uniform/g=0.25/m=1581,1090,3.415803862324e-2
uniform/g=0.25/m=1581,1129,3.356354277051e-2
uniform/g=0.25/m=1581,1169,3.298494235688e-2
uniform/g=0.25/m=1581,1210,3.242187743358e-2
uniform/g=0.25/m=1581,1252,3.187397284846e-2
uniform/g=0.25/m=1581,1297,3.131669262172e-2
uniform/g=0.25/m=1581,1342,3.078765639186e-2
uniform/g=0.25/m=1581,1389,3.026276489594e-2
uniform/g=0.25/m=1581,1438,2.974314833193e-2
uniform/g=0.25/m=1581,1489,2.922977625715e-2
uniform/g=0.25/m=1581,1542,2.872347059777e-2
uniform/g=0.25/m=1581,1596,2.823375282059e-2
uniform/g=0.25/m=1581,1652,2.775145711946e-2
uniform/g=0.25/m=1581,1710,2.727710820062e-2
uniform/g=0.25/m=1581,1771,2.680356522024e-2
uniform/g=0.25/m=1581,1833,2.634667373824e-2
uniform/g=0.25/m=1581,1898,2.589190410685e-2
uniform/g=0.25/m=1581,1964,2.545342066503e-2
uniform/g=0.25/m=1581,2034,2.501187076116e-2
uniform/g=0.25/m=1581,2105,2.458669187944e-2
uniform/g=0.25/m=1581,2179,2.416584081115e-2
uniform/g=0.25/m=1581,2256,2.375008821898e-2
uniform/g=0.25/m=1581,2336,2.334008717770e-2
uniform/g=0.25/m=1581,2418,2.294112352241e-2
uniform/g=0.25/m=1581,2503,2.254842526291e-2
uniform/g=0.25/m=1581,2591,2.216239120838e-2
uniform/g=0.25/m=1581,2683,2.177928296600e-2
uniform/g=0.25/m=1581,2777,2.140766977589e-2
uniform/g=0.25/m=1581,2875,2.103980656301e-2
uniform/g=0.25/m=1581,2976,2.067985106091e-2
uniform/g=0.25/m=1581,3081,2.032455885401e-2
uniform/g=0.25/m=1581,3190,1.997444148989e-2
uniform/g=0.25/m=1581,3302,1.963289468144e-2
uniform/g=0.25/m=1581,3418,1.929699262827e-2
uniform/g=0.25/m=1581,3539,1.896435572586e-2
uniform/g=0.25/m=1581,3664,1.863816952609e-2
uniform/g=0.25/m=1581,3793,1.831859189402e-2
uniform/g=0.25/m=1581,3926,1.800573212183e-2
uniform/g=0.25/m=1581,4065,1.769530370156e-2
uniform/g=0.25/m=1581,4208,1.739212702446e-2
uniform/g=0.25/m=1581,4356,1.709420152833e-2
uniform/g=0.25/m=1581,4510,1.679989670488e-2
uniform/g=0.25/m=1581,4668,1.651320967223e-2
uniform/g=0.25/m=1581,4833,1.622895313315e-2
uniform/g=0.25/m=1581,5003,1.595091350781e-2
uniform/g=0.25/m=1581,5179,1.567760432285e-2
uniform/g=0.25/m=1581,5362,1.540781439974e-2
uniform/g=0.25/m=1581,5551,1.514330092681e-2
uniform/g=0.25/m=1581,5746,1.488418346728e-2
uniform/g=0.25/m=1581,5949,1.462808423788e-2
uniform/g=0.25/m=1581,6158,1.437775712470e-2
uniform/g=0.25/m=1581,6375,1.413098355172e-2
uniform/g=0.25/m=1581,6600,1.388807230570e-2
uniform/g=0.25/m=1581,6833,1.364927640197e-2
uniform/g=0.25/m=1581,7073,1.341574693466e-2
uniform/g=0.25/m=1581,7323,1.318479796435e-2
uniform/g=0.25/m=1581,7581,1.295853808093e-2
uniform/g=0.25/m=1581,7848,1.273623249597e-2
uniform/g=0.25/m=1581,8124,1.251805032122e-2
uniform/g=0.25/m=1581,8410,1.230338993829e-2
uniform/g=0.25/m=1581,8707,1.209176268361e-2
uniform/g=0.25/m=1581,9013,1.188475572847e-2
uniform/g=0.25/m=1581,9331,1.168051192081e-2
uniform/g=0.25/m=1581,9660,1.147990777405e-2
uniform/g=0.25/m=1581,10000,1.128308649832e-2
uniform/g=0.25/m=1581,10352,1.108962112302e-2
uniform/g=0.25/m=1581,10717,1.089916225527e-2
uniform/g=0.25/m=1581,11095,1.071191068276e-2
uniform/g=0.25/m=1581,11486,1.052802779496e-2
uniform/g=0.25/m=1581,11890,1.034763984333e-2
uniform/g=0.25/m=1581,12309,1.017001568847e-2
uniform/g=0.25/m=1581,12743,9.995347975313e-3
uniform/g=0.25/m=1581,13192,9.823792107196e-3
uniform/g=0.25/m=1581,13656,9.655470239710e-3
uniform/g=0.25/m=1581,14138,9.489468151694e-3
uniform/g=0.25/m=1581,14636,9.326642154398e-3
uniform/g=0.25/m=1581,15151,9.166773396292e-3
uniform/g=0.25/m=1581,15685,9.009392198886e-3
uniform/g=0.25/m=1581,16238,8.854663783199e-3
uniform/g=0.25/m=1581,16810,8.702720905234e-3
uniform/g=0.25/m=1581,17402,8.553421615832e-3
uniform/g=0.25/m=1581,18015,8.406647928244e-3
uniform/g=0.25/m=1581,18650,8.262302428779e-3
uniform/g=0.25/m=1581,19307,8.120515555598e-3
uniform/g=0.25/m=1581,19987,7.981190426850e-3
uniform/g=0.25/m=1581,20691,7.844245926900e-3
uniform/g=0.25/m=1581,21420,7.709614351749e-3
uniform/g=0.25/m=1581,22175,7.577239330515e-3
uniform/g=0.25/m=1581,22956,7.447236185267e-3
uniform/g=0.25/m=1581,23765,7.319387309468e-3
uniform/g=0.25/m=1581,24602,7.193807619261e-3
uniform/g=0.25/m=1581,25469,7.070309990858e-3
uniform/g=0.25/m=1581,26367,6.948873496941e-3
uniform/g=0.25/m=1581,27295,6.829730483023e-3
uniform/g=0.25/m=1581,28257,6.712471083240e-3
uniform/g=0.25/m=1581,29253,6.597214047974e-3
uniform/g=0.25/m=1581,30283,6.484054372071e-3
uniform/g=0.25/m=1581,31350,6.372760962380e-3
uniform/g=0.25/m=1581,32455,6.263338582316e-3
uniform/g=0.25/m=1581,33598,6.155881735081e-3
uniform/g=0.25/m=1581,34782,6.050203468166e-3
uniform/g=0.25/m=1581,36007,5.946399067909e-3
uniform/g=0.25/m=1581,37276,5.844308411946e-3
uniform/g=0.25/m=1581,38589,5.744024230681e-3
uniform/g=0.25/m=1581,39949,5.645407665614e-3
uniform/g=0.25/m=1581,41356,5.548546534603e-3
uniform/g=0.25/m=1581,42813,5.453318822368e-3
uniform/g=0.25/m=1581,44322,5.359684932369e-3
uniform/g=0.25/m=1581,45883,5.267726770542e-3
uniform/g=0.25/m=1581,47500,5.177290572237e-3
uniform/g=0.25/m=1581,49173,5.088457914293e-3
uniform/g=0.25/m=1581,50906,5.001096569753e-3
uniform/g=0.25/m=1581,52699,4.915285195433e-3
uniform/g=0.25/m=1581,54556,4.830908632302e-3
uniform/g=0.25/m=1581,56478,4.747998781397e-3
uniform/g=0.25/m=1581,58468,4.666500296747e-3
uniform/g=0.25/m=1581,60528,4.586405113250e-3
uniform/g=0.25/m=1581,62660,4.507705474108e-3
uniform/g=0.25/m=1581,64868,4.430325352382e-3
uniform/g=0.25/m=1581,67153,4.354299601461e-3
uniform/g=0.25/m=1581,69519,4.279562730503e-3
uniform/g=0.25/m=1581,71969,4.206089926298e-3
uniform/g=0.25/m=1581,74504,4.133915747926e-3
uniform/g=0.25/m=1581,77129,4.062961338737e-3
uniform/g=0.25/m=1581,79846,3.993236918889e-3
uniform/g=0.25/m=1581,82660,3.924678399898e-3
uniform/g=0.25/m=1581,85572,3.857323348730e-3
uniform/g=0.25/m=1581,88587,3.791115344586e-3
uniform/g=0.25/m=1581,91708,3.726048369951e-3
uniform/g=0.25/m=1581,94939,3.662097255557e-3
uniform/g=0.25/m=1581,98284,3.599240657027e-3
uniform/g=0.25/m=1581,101746,3.537477769324e-3
uniform/g=0.25/m=1581,105331,3.476757328025e-3
uniform/g=0.25/m=1581,109042,3.417084085654e-3
uniform/g=0.25/m=1581,112884,3.358431229992e-3
uniform/g=0.25/m=1581,116861,3.300790323441e-3
uniform/g=0.25/m=1581,120978,3.244140206206e-3
uniform/g=0.25/m=1581,125240,3.188462859706e-3
uniform/g=0.25/m=1581,129653,3.133730760808e-3
uniform/g=0.25/m=1581,134221,3.079943870850e-3
uniform/g=0.25/m=1581,138950,3.027079523334e-3
uniform/g=0.25/m=1581,143845,2.975128902730e-3
